Timestamp,"Вы поступили туда, куда хотели?",Имеется ли у вас интерес к профессии?,Работаете ли вы по профессии?,Почему вы учитесь в БГУИРе?,Ощущаете ли вы нехватку возможности выбирать интересующие вас предметы для изучения? ,Сдаёте ли вы чужие работы?,"Если сдаёте чужие работы, то почему?",Оцените качество методических пособий по учебным предметам (в том числе к лабораторным работам),Считаете ли вы дистанционное обучение эффективным?,"Ситуация, когда предмет интересный, а подача плохая, возникает","Ситуация, когда предмет кажется бесполезным, возникает","Считаете ли вы, что практика обязательного распределения приносит вам пользу (социальная защищённость, помощь в поиске первого рабочего места, и т.д.)","Считаете ли вы, что практика обязательного распределения приносит вам вред (ограниченность в выборе и смене рабочего места, невозможность продолжать учёбу за рубежом, и т.д.) ","Эмоции, которые вы получаете от всех частей учебного процесса, скорее",Желаете ли вы продолжить формальное образование с целью получения знаний после выпуска?,"Прямо сейчас у вас есть выбор: получить диплом и выпуститься, или же остаться и доучиться. В обоих случаях армия (для мужчин) и распределение по вашему желанию, место для жилья в Минске вам обеспечено. Ваш диплом и диплом человека, который останется и дослушает все курсы, не будет отличаться. Ваши действия?",Интересуетесь ли вы общественно-политической ситуацией в Республике Беларусь? ,Есть ли у вас желание уехать из Республики Беларусь?,Состоите ли вы в БРСМ? ,"Как вы относитесь к БРСМ? (нет, нам не заплатили за этот опрос)","Выбираете ли вы не выражать публично свои общественно-политические взгляды под страхом возможных репрессий со стороны университета? (отчисление, лишение общежития, и т.д.)",Каких кандидатов в президенты на выборах 2020 вы поддерживаете? (вы можете не отвечать на этот вопрос. Мы выделили наиболее популярных кандидатов по результатам интернет-опросов),Какой курс вы сейчас заканчиваете? ,Ваш факультет,Ваша форма обучения,Ваш пол,И напоследок: опишите БГУИР парой слов или одним предложением,Хотите ещё что-нибудь добавить?
6/22/2020 17:04:42,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии",Нет,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Иногда,Иногда,Да,Нет,Позитивные,Нет,Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Да,Нейтрально,Затрудняюсь ответить,"Лукашенко А.Г., Цепкало В.В.",3,ФКСиС,Бюджетная,Мужской,Классная страница жизни,
6/22/2020 17:04:47,"Университет - да, специальность - нет","Не было до поступления, но появился",Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Нет,"Да, но крайне редко",Не хватает знаний выполнить самостоятельно,Плохое,"Скорее да, чем нет",Иногда,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В., Другой кандидат",1,ФКСиС,Платная,Мужской,"Технический вуз , который не может сделать нормальное до",
6/22/2020 17:04:48,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее нет, чем да",Иногда,Иногда,Нет,Да,Позитивные,Затрудняюсь ответить,Я уже выпустился/выпускаюсь,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",4,ФКСиС,Платная,Мужской,универ для жизни,
6/22/2020 17:05:15,"Да, и университет, и специальность",Да,Нигде не работаю,"Нужен диплом, Отсрочка от армии",Да,"Да, но редко",Отсутствие интереса к предмету,Плохое,"Скорее нет, чем да",Очень часто или постоянно,Очень редко или никогда,Нет,Да,Негативные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь",Затрудняюсь ответить,Нет,Крайне отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФКСиС,Платная,Мужской,Стоимость обучения не соответствует качеству,
6/22/2020 17:05:15,"Да, и университет, и специальность","Был до поступления, но пропал",Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Нет,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Хорошее,"Скорее да, чем нет",Иногда,Часто,Да,Нет,Нейтральные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь",Не собираюсь уезжать,Да,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,Знания и стиль жизни,
6/22/2020 17:05:15,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,Затрудняюсь ответить,Иногда,Иногда,Нет,Да,Позитивные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Есть желание уехать,Нет,Крайне отрицательно,Нет,,4,ФКСиС,Платная,Мужской,"Неплохо, но можно гораздо лучше.",
6/22/2020 17:05:17,"Да, и университет, и специальность",Нет,"Работаю, но не по профессии",Нужен диплом,Да,"Да, практически всегда",Отсутствие интереса к предмету,Нормальное,"Скорее да, чем нет",Иногда,Очень часто или постоянно,Да,Нет,Негативные,Нет,Получить диплом и выпуститься,"Скорее нет, чем да","Возможно, когда-нибудь уеду",Нет,Нейтрально,Нет,Другой кандидат,2,ФКСиС,Бюджетная,Мужской,Помойка для задротов,Хуита
6/22/2020 17:05:22,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Нормальное,"Скорее нет, чем да",Иногда,Часто,Нет,Да,Нейтральные,"Да, но за рубежом",Доучиться,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФКСиС,Платная,Мужской,Достойное место для обучения в рамках Беларуси на некоторых факультетах по айти специальностям.,
6/22/2020 17:05:30,"Университет - да, специальность - нет",Да,"Да, с 4 курса",Считаю БГУИР хорошим местом для получения знаний,Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Ужасное,Затрудняюсь ответить,Очень часто или постоянно,Часто,Нет,Да,Нейтральные,Нет,Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Другой кандидат",4,ФКСиС,Платная,Мужской,"Универ, который просрали ленивые преподователи и тупая администрация.",Убрать бесполезные предметы и садистов-преподавателей (Глецевич И.И вообще маньяк)
6/22/2020 17:05:31,"Да, и университет, и специальность",Да,Нигде не работаю,Отсрочка от армии,Да,"Да, но крайне редко",Отсутствие интереса к предмету,Плохое,"Скорее нет, чем да",Очень часто или постоянно,Редко,Нет,Да,Нейтральные,Затрудняюсь ответить,Доучиться,"Скорее да, чем нет",Есть желание уехать,Нет,Отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В., Другой кандидат",1,ФКСиС,Бюджетная,Мужской,Ожидал большего,
6/22/2020 17:05:36,"Да, и университет, и специальность",Затрудняюсь ответить,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,Сдаю только свои работы,,Нормальное,"Скорее нет, чем да",Редко,Иногда,Нет,Да,Нейтральные,Затрудняюсь ответить,Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",1,ФКСиС,Бюджетная,Женский,-,
6/22/2020 17:05:42,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но редко",Отсутствие интереса к предмету,Нормальное,"Скорее да, чем нет",Редко,Очень часто или постоянно,Нет,Да,Позитивные,Затрудняюсь ответить,Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Нейтрально,Да,"Бабарико В.Д., Цепкало В.В.",1,ФКСиС,Бюджетная,Мужской,я хачу питсу,с колой
6/22/2020 17:05:42,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Друзья/знакомые/мнение родителей",Нет,"Да, часто","Нехватка времени, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее да, чем нет",Иногда,Иногда,Нет,Да,Позитивные,Затрудняюсь ответить,Доучиться,"Скорее нет, чем да","Возможно, когда-нибудь уеду",Да,Затрудняюсь ответить,Затрудняюсь ответить,,2,ФКСиС,Бюджетная,Мужской,Знания и иногда классные преподаватели,
6/22/2020 17:05:50,"Да, и университет, и специальность",Да,Нигде не работаю,"Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Плохое,Затрудняюсь ответить,Часто,Часто,Нет,Да,Негативные,Затрудняюсь ответить,Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,ну такое,
6/22/2020 17:05:56,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Общежитие/возможность проживать в Минске",Нет,"Да, но редко",Нехватка времени,Нормальное,"Скорее да, чем нет",Редко,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Позитивные,"Да, в БГУИР",Доучиться,"Скорее нет, чем да",Затрудняюсь ответить,Нет,Отрицательно,Затрудняюсь ответить,,1,ФКСиС,Платная,Мужской,"Достаточно хорошие преподаватели, хорошие общежития, в основном приятные в общении студенты.",
6/22/2020 17:06:10,"Да, и университет, и специальность","Был до поступления, но пропал","Работаю, но не по профессии","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Нет,"Да, но крайне редко",Нехватка времени,Нормальное,"Скорее да, чем нет",Иногда,Иногда,Затрудняюсь ответить,Да,Нейтральные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Бюджетная,Женский,место для поиска единомышленников,
6/22/2020 17:06:20,"Да, и университет, и специальность",Да,"Да, со 2 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, но редко",Отсутствие интереса к предмету,Плохое,"Скорее нет, чем да",Часто,Часто,Нет,Да,Позитивные,Нет,Я уже выпустился/выпускаюсь,"Да, активно интересуюсь",Есть желание уехать,Да,Отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",4,ФКСиС,Платная,Мужской,"Спасибо, что 4 года.",
6/22/2020 17:06:21,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но крайне редко",Нехватка времени,Нормальное,Да,Иногда,Иногда,Затрудняюсь ответить,Да,Нейтральные,Затрудняюсь ответить,Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,в принципе нормально,
6/22/2020 17:06:34,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Иногда,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Позитивные,Нет,Доучиться,"Да, активно интересуюсь",Есть желание уехать,Нет,Отрицательно,Нет,,2,ФКСиС,Бюджетная,Женский,"Стиль жизни, наверное ",
6/22/2020 17:07:27,"Университет - да, специальность - нет",Да,"Да, со 2 курса",Отсрочка от армии,Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Плохое,Да,Очень часто или постоянно,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",3,ФКП,Платная,Мужской,"Крайне мало преподавателей, которые имеют хоть какой-то практический опыт в предмете , который они пытаются преподавать( отсюда и отсутствие желания учиться и интереса ко многим предметам у студентов) ",
6/22/2020 17:07:38,"Университет - да, специальность - нет","Был до поступления, но пропал","Работаю, но не по профессии",Нужен диплом,Да,"Да, но крайне редко",Не хватает знаний выполнить самостоятельно,Плохое,"Скорее да, чем нет",Часто,Часто,Нет,Да,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Нет,Отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,Бегите глупцы!,
6/22/2020 17:08:07,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии",Нет,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Хорошее,"Скорее нет, чем да",Иногда,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,"Да, но за рубежом",Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,Хороший университет ,
6/22/2020 17:08:12,"Университет - да, специальность - было без разницы",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Плохое,"Скорее нет, чем да",Часто,Часто,Нет,Затрудняюсь ответить,Позитивные,"Да, но за рубежом",Доучиться,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Цепкало В.В.",1,ФКСиС,Платная,Мужской,С компотом пойдет.,
6/22/2020 17:08:17,"Да, и университет, и специальность",Да,Нигде не работаю,"Нужен диплом, Общежитие/возможность проживать в Минске",Да,"Да, практически всегда",Не хватает знаний выполнить самостоятельно,Плохое,"Скорее нет, чем да",Очень часто или постоянно,Иногда,Нет,Да,Позитивные,"Да, но за рубежом",Доучиться,Не интересуюсь,Есть желание уехать,Да,Отрицательно,Да,,1,ФКСиС,Платная,Женский,БГУИР меняет людей,
6/22/2020 17:08:19,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей",Нет,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Ужасное,"Скорее да, чем нет",Очень часто или постоянно,Часто,Нет,Да,Нейтральные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Да, активно интересуюсь",Есть желание уехать,Нет,Отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",4,ФКСиС,Бюджетная,Женский,Возможность познакомиться и общаться с интересными людьми,
6/22/2020 17:08:40,"Университет - да, специальность - нет",Да,"Работаю, но не по профессии","Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета",Да,Сдаю только свои работы,,Плохое,"Скорее да, чем нет",Иногда,Иногда,Затрудняюсь ответить,Да,Позитивные,"Да, но за рубежом",Доучиться,"Скорее да, чем нет",Есть желание уехать,Да,Нейтрально,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФИТУ,Бюджетная,Мужской,"Место, где хочется одновременно дить и умереть",
6/22/2020 17:08:41,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Хорошее,"Скорее да, чем нет",Иногда,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,"Да, не в БГУИР, но в Беларуси",Доучиться,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В., Другой кандидат",1,ФКСиС,Платная,Мужской,"БГУИР в моём случае — это место, где тебе хочешь не хочешь, но пихают в голову огромное количество информации и учат не терять время впустую.",настанут перемены
6/22/2020 17:08:58,"Да, и университет, и специальность",Да,"Да, со 2 курса","Отсрочка от армии, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Нет,"Да, но крайне редко",Не хватает знаний выполнить самостоятельно,Плохое,"Скорее да, чем нет",Иногда,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,"Осень смешанные чувства. Есть очень классные преподаватели и курсы, а есть наоборот",
6/22/2020 17:09:04,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей",Да,Сдаю только свои работы,,Нормальное,"Скорее да, чем нет",Иногда,Редко,Затрудняюсь ответить,Нет,Позитивные,Нет,Доучиться,"Скорее да, чем нет",Не собираюсь уезжать,Да,Нейтрально,Нет,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,Много зависит от конкретного преподавателя,
6/22/2020 17:09:15,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии",Нет,"Да, но редко",Отсутствие интереса к предмету,Хорошее,Да,Иногда,Часто,Нет,Да,Позитивные,"Да, но за рубежом",Доучиться,"Скорее да, чем нет",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,"Максим Генадьевич, спасибо за автомат по ООП",
6/22/2020 17:09:29,"Да, и университет, и специальность",Да,"Да, со 2 курса",Нужен диплом,Да,"Да, но крайне редко",Отсутствие интереса к предмету,Нормальное,Да,Иногда,Очень часто или постоянно,Нет,Да,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Платная,Мужской,Птуир ,
6/22/2020 17:09:49,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей",Нет,"Да, часто","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее нет, чем да",Иногда,Часто,Нет,Нет,Позитивные,Нет,Доучиться,"Скорее нет, чем да","Возможно, когда-нибудь уеду",Да,Отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",1,ФКСиС,Платная,Женский,Хорошее начало для программиста ,
6/22/2020 17:09:51,"Да, и университет, и специальность",Да,Нигде не работаю,Друзья/знакомые/мнение родителей,Да,"Да, часто","Нехватка времени, Не хватает знаний выполнить самостоятельно",Ужасное,"Скорее да, чем нет",Очень часто или постоянно,Иногда,Нет,Нет,Крайне негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Платная,Мужской,"Цирк, с полным отсутствием здравого смысла",
6/22/2020 17:09:56,"Да, и университет, и специальность",Да,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Нет,"Да, часто","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,Да,Редко,Часто,Нет,Да,Нейтральные,Нет,Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Да,Отрицательно,Затрудняюсь ответить,Цепкало В.В.,3,ФКСиС,Бюджетная,Мужской,Поминки,
6/22/2020 17:10:33,Затрудняюсь ответить,Затрудняюсь ответить,Нигде не работаю,Нужен диплом,Нет,Сдаю только свои работы,,Нормальное,"Скорее нет, чем да",Часто,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,Затрудняюсь ответить,Доучиться,"Скорее нет, чем да",Не собираюсь уезжать,Нет,Отрицательно,Нет,,1,ФКСиС,Бюджетная,Женский,-,
6/22/2020 17:10:35,"Университет - да, специальность - нет","Был до поступления, но пропал","Работаю, но не по профессии","Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета",Да,"Да, но редко","Нехватка времени, Не хватает знаний выполнить самостоятельно",Нормальное,Нет,Часто,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,"Да, но за рубежом",Доучиться,"Скорее нет, чем да",Есть желание уехать,Да,Нейтрально,Затрудняюсь ответить,,Нахожусь в академическом отпуске / временно приостановил образование,ФКСиС,Платная,Женский,Рандом,
6/22/2020 17:10:50,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей",Да,Сдаю только свои работы,,Нормальное,Да,Редко,Часто,Да,Нет,Позитивные,"Да, в БГУИР",Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Нейтрально,Нет,,2,ФКСиС,Бюджетная,Мужской,Лучший (IT) ВУЗ страны,
6/22/2020 17:11:12,Затрудняюсь ответить,Да,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,Сдаю только свои работы,,Нормальное,"Скорее нет, чем да",Иногда,Редко,Затрудняюсь ответить,Нет,Нейтральные,"Да, не в БГУИР, но в Беларуси",Доучиться,Не интересуюсь,"Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Да,,1,ФКСиС,Бюджетная,Мужской,"Кавидра физики - фу, ЭВМ - Класс",
6/22/2020 17:11:15,"Университет - да, специальность - было без разницы","Был до поступления, но пропал",Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Общественная жизнь университета",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Хорошее,"Скорее да, чем нет",Очень редко или никогда,Иногда,Затрудняюсь ответить,Да,Нейтральные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь",Не собираюсь уезжать,Да,Отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",3,ФКСиС,Платная,Мужской,Лучший IT ВУЗ страны,
6/22/2020 17:11:17,"Да, и университет, и специальность","Не было до поступления, но появился",Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Плохое,"Скорее да, чем нет",Часто,Часто,Да,Нет,Нейтральные,Затрудняюсь ответить,Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Нейтрально,Да,Бабарико В.Д.,2,ФКСиС,Платная,Мужской,Не берите молодых преподавателей без пед. образования,
6/22/2020 17:11:34,Нет,Да,Нигде не работаю,"Нужен диплом, Отсрочка от армии",Да,"Да, часто",Отсутствие интереса к предмету,Плохое,"Скорее да, чем нет",Часто,Часто,Нет,Да,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Нет,Отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,Разочарование,"Спасибо вам, что делаете такие опросы."
6/22/2020 17:11:35,"Да, и университет, и специальность",Да,Нигде не работаю,"Отсрочка от армии, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,Сдаю только свои работы,,Плохое,"Скорее нет, чем да",Часто,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,Нет,Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Нет,Отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Бюджетная,Женский,Шарага,
6/22/2020 17:11:40,"Университет - да, специальность - нет","Не было до поступления, но появился",Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, но редко","Нехватка времени, Не хватает знаний выполнить самостоятельно",Нормальное,Да,Иногда,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,"Да, в БГУИР",Получить диплом и выпуститься,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Нейтрально,Да,,2,ФКСиС,Бюджетная,Мужской,Современный университет.,
6/22/2020 17:11:47,Затрудняюсь ответить,Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, часто",Не хватает знаний выполнить самостоятельно,Плохое,"Скорее да, чем нет",Часто,Иногда,Нет,Да,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Затрудняюсь ответить,Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Платная,Женский,Это школа жизни ,
6/22/2020 17:11:51,"Да, и университет, и специальность",Да,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Плохое,"Скорее нет, чем да",Иногда,Иногда,Нет,Да,Позитивные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Да,Цепкало В.В.,3,ФКСиС,Платная,Мужской,"Место, где я действительно многое узнал, познакомился с прекрасными и интересными людьми",
6/22/2020 17:11:57,"Да, и университет, и специальность",Да,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,Сдаю только свои работы,,Плохое,"Скорее нет, чем да",Часто,Иногда,Нет,Да,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Бюджетная,Мужской,Помойка,Нет
6/22/2020 17:12:12,"Университет - да, специальность - нет",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Общежитие/возможность проживать в Минске",Да,"Да, но редко",Не хватает знаний выполнить самостоятельно,Нормальное,"Скорее нет, чем да",Иногда,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,Нет,Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Нейтрально,Нет,,3,ФКСиС,Бюджетная,Мужской,no comments,
6/22/2020 17:12:33,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,Сдаю только свои работы,,Хорошее,"Скорее да, чем нет",Иногда,Иногда,Затрудняюсь ответить,Нет,Позитивные,"Да, в БГУИР",Доучиться,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФКСиС,Бюджетная,Мужской,Достойное место с сопутствующими условиями для профессионального и личностного развития. ,Спасибо за опрос 
